GameID,TeamAbbreviation,Agent
8558,"['hRED', 'hRED', 'hRED', 'hRED', 'hRED', 'EZG', 'EZG', 'EZG', 'EZG', 'EZG']","['raze', 'killjoy', 'breach', 'sova', 'omen', 'omen', 'reyna', 'sova', 'cypher', 'raze']"
8567,"['Wash', 'Wash', 'Wash', 'Wash', 'Wash', 'TBOX', 'TBOX', 'TBOX', 'TBOX', 'TBOX']","['breach', 'omen', 'raze', 'sova', 'killjoy', 'raze', 'sova', 'cypher', 'breach', 'omen']"
8584,"['RixGG', 'RixGG', 'RixGG', 'RixGG', 'RixGG', 'KG', 'KG', 'KG', 'KG', 'KG']","['killjoy', 'sova', 'breach', 'omen', 'jett', 'breach', 'jett', 'sova', 'cypher', 'omen']"
8595,"['ES', 'ES', 'ES', 'ES', 'ES', 'Devi', 'Devi', 'Devi', 'Devi', 'Devi']","['killjoy', 'sova', 'raze', 'brimstone', 'breach', 'jett', 'omen', 'breach', 'cypher', 'raze']"
8598,"['INST', 'INST', 'INST', 'INST', 'INST', '1stC', '1stC', '1stC', '1stC', '1stC']","['sage', 'cypher', 'omen', 'sova', 'breach', 'jett', 'sova', 'killjoy', 'breach', 'omen']"
8599,"['Cons', 'Cons', 'Cons', 'Cons', 'Cons', 'ALLW', 'ALLW', 'ALLW', 'ALLW', 'ALLW']","['reyna', 'cypher', 'breach', 'raze', 'omen', 'omen', 'breach', 'cypher', 'jett', 'raze']"
8600,"['HSDI', 'HSDI', 'HSDI', 'HSDI', 'HSDI', 'MRKN', 'MRKN', 'MRKN', 'MRKN', 'MRKN']","['raze', 'sova', 'omen', 'breach', 'jett', 'sova', 'jett', 'raze', 'cypher', 'omen']"
8602,"['M4LI', 'M4LI', 'M4LI', 'M4LI', 'M4LI', 'ALCY', 'ALCY', 'ALCY', 'ALCY', 'ALCY']","['brimstone', 'jett', 'raze', 'cypher', 'breach', 'cypher', 'breach', 'sova', 'jett', 'omen']"
8606,"['Luna', 'Luna', 'Luna', 'Luna', 'Luna', 'Inet', 'Inet', 'Inet', 'Inet', 'Inet']","['sova', 'cypher', 'omen', 'sage', 'breach', 'sova', 'breach', 'killjoy', 'omen', 'raze']"
8610,"['Valo', 'Valo', 'Valo', 'Valo', 'Valo', 'AE', 'AE', 'AE', 'AE', 'AE']","['raze', 'jett', 'omen', 'sova', 'cypher', 'jett', 'omen', 'killjoy', 'phoenix', 'breach']"
8611,"['AKA', 'AKA', 'AKA', 'AKA', 'AKA', 'Wash', 'Wash', 'Wash', 'Wash', 'Wash']","['raze', 'jett', 'cypher', 'breach', 'omen', 'killjoy', 'viper', 'breach', 'omen', 'raze']"
8612,"['unsi', 'unsi', 'unsi', 'unsi', 'unsi', 'Warthox', 'Warthox', 'Warthox', 'Warthox', 'Warthox']","['raze', 'jett', 'omen', 'cypher', 'breach', 'raze', 'omen', 'breach', 'cypher', 'jett']"
8614,"['FNST', 'FNST', 'FNST', 'FNST', 'FNST', 'nCars', 'nCars', 'nCars', 'nCars', 'nCars']","['breach', 'jett', 'cypher', 'omen', 'sova', 'cypher', 'jett', 'sova', 'raze', 'omen']"
8616,"['nmDM', 'nmDM', 'nmDM', 'nmDM', 'nmDM', 'UCAM', 'UCAM', 'UCAM', 'UCAM', 'UCAM']","['raze', 'killjoy', 'omen', 'breach', 'sova', 'sova', 'jett', 'cypher', 'omen', 'breach']"
8620,"['RixGG', 'RixGG', 'RixGG', 'RixGG', 'RixGG', 'SPAR', 'SPAR', 'SPAR', 'SPAR', 'SPAR']","['raze', 'jett', 'cypher', 'omen', 'breach', 'phoenix', 'breach', 'cypher', 'sage', 'omen']"
8622,"['cG', 'cG', 'cG', 'cG', 'cG', 'mens', 'mens', 'mens', 'mens', 'mens']","['breach', 'cypher', 'omen', 'raze', 'sova', 'jett', 'phoenix', 'sova', 'killjoy', 'omen']"
8624,"['GUILD', 'GUILD', 'GUILD', 'GUILD', 'GUILD', 'NTL', 'NTL', 'NTL', 'NTL', 'NTL']","['killjoy', 'raze', 'omen', 'sage', 'sova', 'omen', 'jett', 'sova', 'killjoy', 'breach']"
8627,"['INST', 'INST', 'INST', 'INST', 'INST', 'Cons', 'Cons', 'Cons', 'Cons', 'Cons']","['sova', 'sage', 'omen', 'cypher', 'breach', 'cypher', 'reyna', 'omen', 'breach', 'sova']"
8628,"['HSDI', 'HSDI', 'HSDI', 'HSDI', 'HSDI', 'ex-R', 'ex-R', 'ex-R', 'ex-R', 'ex-R']","['raze', 'sova', 'jett', 'omen', 'breach', 'omen', 'sova', 'cypher', 'raze', 'breach']"
8632,"['SKD', 'SKD', 'SKD', 'SKD', 'SKD', '-she', '-she', '-she', '-she', '-she']","['phoenix', 'jett', 'omen', 'sova', 'killjoy', 'raze', 'cypher', 'sage', 'omen', 'reyna']"
8633,"['Valo', 'Valo', 'Valo', 'Valo', 'Valo', 'AKA', 'AKA', 'AKA', 'AKA', 'AKA']","['raze', 'omen', 'jett', 'cypher', 'sova', 'sova', 'jett', 'omen', 'breach', 'cypher']"
8635,"['FNST', 'FNST', 'FNST', 'FNST', 'FNST', 'ENTB', 'ENTB', 'ENTB', 'ENTB', 'ENTB']","['jett', 'sova', 'cypher', 'omen', 'breach', 'phoenix', 'jett', 'sova', 'cypher', 'omen']"
8636,"['nmDM', 'nmDM', 'nmDM', 'nmDM', 'nmDM', 'BLOK', 'BLOK', 'BLOK', 'BLOK', 'BLOK']","['omen', 'killjoy', 'raze', 'breach', 'sova', 'jett', 'sova', 'cypher', 'omen', 'breach']"
8637,"['STR99', 'STR99', 'STR99', 'STR99', 'STR99']","['jett', 'sova', 'raze', 'breach', 'omen', 'jett', 'sova', 'omen', 'raze', 'cypher']"
8640,"['FOX', 'FOX', 'FOX', 'FOX', 'FOX', 'Majesty', 'Majesty', 'Majesty', 'Majesty', 'Majesty']","['omen', 'breach', 'cypher', 'raze', 'sova', 'jett', 'omen', 'breach', 'sova', 'cypher']"
8641,"['FOX', 'FOX', 'FOX', 'FOX', 'FOX', 'Majesty', 'Majesty', 'Majesty', 'Majesty', 'Majesty']","['phoenix', 'sova', 'jett', 'omen', 'cypher', 'sova', 'cypher', 'jett', 'omen', 'raze']"
8642,"['FOX', 'FOX', 'FOX', 'FOX', 'FOX', 'Majesty', 'Majesty', 'Majesty', 'Majesty', 'Majesty']","['omen', 'raze', 'cypher', 'sova', 'phoenix', 'jett', 'killjoy', 'omen', 'sova', 'breach']"
8654,"['Majesty', 'Majesty', 'Majesty', 'Majesty', 'Majesty', 'Alte', 'Alte', 'Alte', 'Alte', 'Alte']","['omen', 'breach', 'killjoy', 'jett', 'sova', 'phoenix', 'omen', 'sova', 'cypher', 'raze']"
8655,"['Majesty', 'Majesty', 'Majesty', 'Majesty', 'Majesty', 'Alte', 'Alte', 'Alte', 'Alte', 'Alte']","['omen', 'sova', 'breach', 'jett', 'killjoy', 'reyna', 'sova', 'omen', 'cypher', 'raze']"
8662,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'KDA', 'KDA', 'KDA', 'KDA', 'KDA']","['omen', 'reyna', 'sova', 'jett', 'cypher', 'omen', 'killjoy', 'jett', 'reyna', 'sova']"
8663,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'KDA', 'KDA', 'KDA', 'KDA', 'KDA']","['reyna', 'omen', 'sova', 'cypher', 'jett', 'killjoy', 'reyna', 'phoenix', 'omen', 'sova']"
8671,"['bc', 'bc', 'bc', 'bc', 'bc', 'Prov', 'Prov', 'Prov', 'Prov', 'Prov']","['raze', 'omen', 'killjoy', 'breach', 'jett', 'reyna', 'jett', 'sova', 'cypher', 'omen']"
8672,"['bc', 'bc', 'bc', 'bc', 'bc', 'Prov', 'Prov', 'Prov', 'Prov', 'Prov']","['raze', 'sova', 'cypher', 'jett', 'omen', 'phoenix', 'jett', 'sova', 'omen', 'cypher']"
8680,"['MR', 'MR', 'MR', 'MR', 'MR', 'Caff', 'Caff', 'Caff', 'Caff', 'Caff']","['omen', 'sova', 'jett', 'breach', 'cypher', 'killjoy', 'jett', 'reyna', 'omen', 'sova']"
8681,"['MR', 'MR', 'MR', 'MR', 'MR', 'Caff', 'Caff', 'Caff', 'Caff', 'Caff']","['sova', 'jett', 'reyna', 'cypher', 'omen', 'sova', 'jett', 'cypher', 'omen', 'phoenix']"
8682,"['MR', 'MR', 'MR', 'MR', 'MR', 'Caff', 'Caff', 'Caff', 'Caff', 'Caff']","['jett', 'raze', 'cypher', 'omen', 'breach', 'reyna', 'breach', 'raze', 'omen', 'cypher']"
8683,"['TI', 'TI', 'TI', 'TI', 'TI', 'SL', 'SL', 'SL', 'SL', 'SL']","['sova', 'reyna', 'omen', 'cypher', 'raze', 'omen', 'sova', 'raze', 'reyna', 'cypher']"
8684,"['TI', 'TI', 'TI', 'TI', 'TI', 'SL', 'SL', 'SL', 'SL', 'SL']","['sova', 'cypher', 'jett', 'omen', 'breach', 'sova', 'reyna', 'killjoy', 'omen', 'jett']"
8692,"['SSG', 'SSG', 'SSG', 'SSG', 'SSG', 'Dept', 'Dept', 'Dept', 'Dept', 'Dept']","['reyna', 'jett', 'sova', 'cypher', 'omen', 'cypher', 'sova', 'jett', 'phoenix', 'omen']"
8693,"['SSG', 'SSG', 'SSG', 'SSG', 'SSG', 'Dept', 'Dept', 'Dept', 'Dept', 'Dept']","['reyna', 'phoenix', 'omen', 'sova', 'killjoy', 'jett', 'omen', 'cypher', 'phoenix', 'sova']"
8695,"['ELV', 'ELV', 'ELV', 'ELV', 'ELV', 'Seda', 'Seda', 'Seda', 'Seda', 'Seda']","['raze', 'breach', 'sova', 'omen', 'cypher', 'raze', 'jett', 'omen', 'killjoy', 'sova']"
8696,"['ELV', 'ELV', 'ELV', 'ELV', 'ELV', 'Seda', 'Seda', 'Seda', 'Seda', 'Seda']","['breach', 'viper', 'cypher', 'raze', 'omen', 'raze', 'breach', 'reyna', 'killjoy', 'omen']"
8698,"['NOX', 'NOX', 'NOX', 'NOX', 'NOX', 'Livi', 'Livi', 'Livi', 'Livi', 'Livi']","['omen', 'jett', 'breach', 'cypher', 'raze', 'jett', 'raze', 'killjoy', 'breach', 'omen']"
8699,"['NOX', 'NOX', 'NOX', 'NOX', 'NOX', 'Livi', 'Livi', 'Livi', 'Livi', 'Livi']","['omen', 'sova', 'jett', 'breach', 'cypher', 'reyna', 'sova', 'jett', 'omen', 'killjoy']"
8700,"['NOX', 'NOX', 'NOX', 'NOX', 'NOX', 'Livi', 'Livi', 'Livi', 'Livi', 'Livi']","['cypher', 'reyna', 'jett', 'omen', 'sova', 'cypher', 'jett', 'omen', 'sova', 'phoenix']"
8704,"['SLMY', 'SLMY', 'SLMY', 'SLMY', 'SLMY', 'OG', 'OG', 'OG', 'OG', 'OG']","['reyna', 'raze', 'killjoy', 'viper', 'omen', 'omen', 'reyna', 'raze', 'cypher', 'sova']"
8705,"['SLMY', 'SLMY', 'SLMY', 'SLMY', 'SLMY', 'OG', 'OG', 'OG', 'OG', 'OG']","['omen', 'killjoy', 'breach', 'jett', 'sova', 'reyna', 'cypher', 'omen', 'raze', 'sova']"
8710,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'ISP', 'ISP', 'ISP', 'ISP', 'ISP']","['reyna', 'omen', 'breach', 'killjoy', 'raze', 'sage', 'omen', 'breach', 'killjoy', 'jett']"
8711,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'ISP', 'ISP', 'ISP', 'ISP', 'ISP']","['omen', 'sova', 'reyna', 'raze', 'killjoy', 'sova', 'cypher', 'raze', 'phoenix', 'omen']"
8722,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'Exod', 'Exod', 'Exod', 'Exod', 'Exod']","['cypher', 'jett', 'omen', 'reyna', 'sova', 'jett', 'omen', 'reyna', 'cypher', 'raze']"
8723,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'Exod', 'Exod', 'Exod', 'Exod', 'Exod']","['reyna', 'sova', 'omen', 'jett', 'cypher', 'omen', 'jett', 'sova', 'breach', 'killjoy']"
8728,"['SUP', 'SUP', 'SUP', 'SUP', 'SUP', 'Ephe', 'Ephe', 'Ephe', 'Ephe', 'Ephe']","['killjoy', 'raze', 'jett', 'omen', 'sova', 'sova', 'jett', 'omen', 'breach', 'cypher']"
8729,"['SUP', 'SUP', 'SUP', 'SUP', 'SUP', 'Ephe', 'Ephe', 'Ephe', 'Ephe', 'Ephe']","['killjoy', 'jett', 'breach', 'sova', 'omen', 'omen', 'jett', 'sova', 'breach', 'cypher']"
8746,"['ABX', 'ABX', 'ABX', 'ABX', 'ABX', 'FS', 'FS', 'FS', 'FS', 'FS']","['phoenix', 'jett', 'cypher', 'omen', 'sova', 'jett', 'omen', 'sova', 'cypher', 'phoenix']"
8747,"['ABX', 'ABX', 'ABX', 'ABX', 'ABX', 'FS', 'FS', 'FS', 'FS', 'FS']","['jett', 'cypher', 'sova', 'phoenix', 'omen', 'cypher', 'raze', 'reyna', 'sova', 'omen']"
8752,"['BBG', 'BBG', 'BBG', 'BBG', 'BBG', 'OD', 'OD', 'OD', 'OD', 'OD']","['omen', 'raze', 'jett', 'cypher', 'sova', 'raze', 'jett', 'cypher', 'sova', 'brimstone']"
8753,"['BBG', 'BBG', 'BBG', 'BBG', 'BBG', 'OD', 'OD', 'OD', 'OD', 'OD']","['reyna', 'sova', 'killjoy', 'jett', 'omen', 'cypher', 'jett', 'sova', 'reyna', 'omen']"
8758,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'TF', 'TF', 'TF', 'TF', 'TF']","['reyna', 'sova', 'cypher', 'jett', 'omen', 'sova', 'cypher', 'omen', 'jett', 'reyna']"
8759,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'TF', 'TF', 'TF', 'TF', 'TF']","['jett', 'reyna', 'cypher', 'sova', 'omen', 'reyna', 'cypher', 'sova', 'jett', 'omen']"
8761,"['FaZe', 'FaZe', 'FaZe', 'FaZe', 'FaZe', 'bc', 'bc', 'bc', 'bc', 'bc']","['jett', 'omen', 'sova', 'raze', 'killjoy', 'jett', 'raze', 'omen', 'killjoy', 'breach']"
8762,"['FaZe', 'FaZe', 'FaZe', 'FaZe', 'FaZe', 'bc', 'bc', 'bc', 'bc', 'bc']","['omen', 'raze', 'sova', 'jett', 'killjoy', 'jett', 'omen', 'cypher', 'raze', 'sova']"
8767,"['MR', 'MR', 'MR', 'MR', 'MR', 'TI', 'TI', 'TI', 'TI', 'TI']","['reyna', 'jett', 'omen', 'sova', 'cypher', 'reyna', 'omen', 'sova', 'jett', 'cypher']"
8768,"['MR', 'MR', 'MR', 'MR', 'MR', 'TI', 'TI', 'TI', 'TI', 'TI']","['omen', 'jett', 'breach', 'sova', 'cypher', 'sova', 'cypher', 'breach', 'jett', 'omen']"
8773,"['SSG', 'SSG', 'SSG', 'SSG', 'SSG', 'ELV', 'ELV', 'ELV', 'ELV', 'ELV']","['killjoy', 'omen', 'sova', 'reyna', 'phoenix', 'breach', 'sova', 'omen', 'killjoy', 'reyna']"
8774,"['SSG', 'SSG', 'SSG', 'SSG', 'SSG', 'ELV', 'ELV', 'ELV', 'ELV', 'ELV']","['omen', 'jett', 'reyna', 'cypher', 'sova', 'killjoy', 'jett', 'omen', 'sova', 'breach']"
8779,"['SLMY', 'SLMY', 'SLMY', 'SLMY', 'SLMY', 'SOR', 'SOR', 'SOR', 'SOR', 'SOR']","['sova', 'omen', 'breach', 'killjoy', 'jett', 'jett', 'cypher', 'reyna', 'sova', 'omen']"
8780,"['SLMY', 'SLMY', 'SLMY', 'SLMY', 'SLMY', 'SOR', 'SOR', 'SOR', 'SOR', 'SOR']","['jett', 'omen', 'sova', 'killjoy', 'breach', 'reyna', 'cypher', 'jett', 'sova', 'omen']"
8781,"['SLMY', 'SLMY', 'SLMY', 'SLMY', 'SLMY', 'SOR', 'SOR', 'SOR', 'SOR', 'SOR']","['sova', 'killjoy', 'jett', 'omen', 'raze', 'raze', 'cypher', 'jett', 'sova', 'omen']"
8782,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'Prospects', 'Prospects', 'Prospects', 'Prospects', 'Prospects']","['killjoy', 'omen', 'sova', 'jett', 'reyna', 'raze', 'omen', 'breach', 'jett', 'killjoy']"
8783,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'Prospects', 'Prospects', 'Prospects', 'Prospects', 'Prospects']","['raze', 'breach', 'killjoy', 'reyna', 'omen', 'breach', 'raze', 'jett', 'killjoy', 'omen']"
8788,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'O5', 'O5', 'O5', 'O5', 'O5']","['jett', 'reyna', 'cypher', 'sova', 'omen', 'jett', 'raze', 'sova', 'breach', 'brimstone']"
8789,"['IMT', 'IMT', 'IMT', 'IMT', 'IMT', 'O5', 'O5', 'O5', 'O5', 'O5']","['sova', 'reyna', 'cypher', 'omen', 'jett', 'sova', 'jett', 'omen', 'breach', 'killjoy']"
8791,"['SUP', 'SUP', 'SUP', 'SUP', 'SUP', 'DD$', 'DD$', 'DD$', 'DD$', 'DD$']","['sova', 'jett', 'killjoy', 'omen', 'raze', 'sova', 'cypher', 'jett', 'raze', 'omen']"
8792,"['SUP', 'SUP', 'SUP', 'SUP', 'SUP', 'DD$', 'DD$', 'DD$', 'DD$', 'DD$']","['jett', 'killjoy', 'sova', 'omen', 'breach', 'cypher', 'reyna', 'jett', 'sova', 'omen']"
8793,"['SUP', 'SUP', 'SUP', 'SUP', 'SUP', 'DD$', 'DD$', 'DD$', 'DD$', 'DD$']","['jett', 'omen', 'cypher', 'raze', 'breach', 'raze', 'jett', 'breach', 'omen', 'killjoy']"
8800,"['ABX', 'ABX', 'ABX', 'ABX', 'ABX', 'NRG', 'NRG', 'NRG', 'NRG', 'NRG']","['sova', 'jett', 'omen', 'cypher', 'phoenix', 'phoenix', 'sova', 'jett', 'omen', 'cypher']"
8801,"['ABX', 'ABX', 'ABX', 'ABX', 'ABX', 'NRG', 'NRG', 'NRG', 'NRG', 'NRG']","['phoenix', 'jett', 'cypher', 'sova', 'omen', 'cypher', 'phoenix', 'jett', 'sova', 'omen']"
8802,"['ABX', 'ABX', 'ABX', 'ABX', 'ABX', 'NRG', 'NRG', 'NRG', 'NRG', 'NRG']","['omen', 'cypher', 'breach', 'raze', 'viper', 'jett', 'raze', 'omen', 'cypher', 'breach']"
8803,"['BBG', 'BBG', 'BBG', 'BBG', 'BBG', 'PHX1', 'PHX1', 'PHX1', 'PHX1', 'PHX1']","['sova', 'killjoy', 'reyna', 'omen', 'jett', 'raze', 'sova', 'reyna', 'jett', 'omen']"
8804,"['BBG', 'BBG', 'BBG', 'BBG', 'BBG', 'PHX1', 'PHX1', 'PHX1', 'PHX1', 'PHX1']","['raze', 'jett', 'killjoy', 'omen', 'breach', 'jett', 'raze', 'breach', 'omen', 'phoenix']"
8806,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'FaZe', 'FaZe', 'FaZe', 'FaZe', 'FaZe']","['omen', 'cypher', 'reyna', 'sova', 'jett', 'omen', 'sova', 'killjoy', 'raze', 'jett']"
8807,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'FaZe', 'FaZe', 'FaZe', 'FaZe', 'FaZe']","['jett', 'cypher', 'sova', 'reyna', 'omen', 'killjoy', 'jett', 'omen', 'breach', 'sova']"
8808,"['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'FaZe', 'FaZe', 'FaZe', 'FaZe', 'FaZe']","['cypher', 'raze', 'jett', 'breach', 'omen', 'raze', 'reyna', 'killjoy', 'phoenix', 'omen']"
8809,"['MMG', 'MMG', 'MMG', 'MMG', 'MMG', 'MR', 'MR', 'MR', 'MR', 'MR']","['jett', 'omen', 'cypher', 'reyna', 'sova', 'jett', 'cypher', 'omen', 'reyna', 'sova']"
8810,"['MMG', 'MMG', 'MMG', 'MMG', 'MMG', 'MR', 'MR', 'MR', 'MR', 'MR']","['reyna', 'sova', 'jett', 'omen', 'cypher', 'sova', 'jett', 'breach', 'cypher', 'omen']"
8811,"['MMG', 'MMG', 'MMG', 'MMG', 'MMG', 'MR', 'MR', 'MR', 'MR', 'MR']","['raze', 'sova', 'cypher', 'brimstone', 'jett', 'phoenix', 'omen', 'sova', 'jett', 'cypher']"
8812,"['LG', 'LG', 'LG', 'LG', 'LG', 'SSG', 'SSG', 'SSG', 'SSG', 'SSG']","['cypher', 'reyna', 'sova', 'omen', 'jett', 'phoenix', 'reyna', 'omen', 'killjoy', 'sova']"
8813,"['LG', 'LG', 'LG', 'LG', 'LG', 'SSG', 'SSG', 'SSG', 'SSG', 'SSG']","['omen', 'cypher', 'sova', 'jett', 'reyna', 'reyna', 'omen', 'sova', 'jett', 'cypher']"
8814,"['LG', 'LG', 'LG', 'LG', 'LG', 'SSG', 'SSG', 'SSG', 'SSG', 'SSG']","['raze', 'killjoy', 'omen', 'sova', 'jett', 'phoenix', 'reyna', 'cypher', 'omen', 'sova']"
8818,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'SRN', 'SRN', 'SRN', 'SRN', 'SRN']","['omen', 'killjoy', 'sova', 'reyna', 'raze', 'omen', 'cypher', 'raze', 'sova', 'phoenix']"
8819,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'SRN', 'SRN', 'SRN', 'SRN', 'SRN']","['reyna', 'killjoy', 'breach', 'raze', 'omen', 'raze', 'breach', 'omen', 'jett', 'cypher']"
8827,"['ABX', 'ABX', 'ABX', 'ABX', 'ABX', 'BBG', 'BBG', 'BBG', 'BBG', 'BBG']","['jett', 'cypher', 'phoenix', 'sova', 'omen', 'killjoy', 'reyna', 'omen', 'sova', 'jett']"
8828,"['ABX', 'ABX', 'ABX', 'ABX', 'ABX', 'BBG', 'BBG', 'BBG', 'BBG', 'BBG']","['viper', 'omen', 'cypher', 'raze', 'breach', 'killjoy', 'omen', 'raze', 'breach', 'jett']"
8833,"['SSG', 'SSG', 'SSG', 'SSG', 'SSG', 'NOX', 'NOX', 'NOX', 'NOX', 'NOX']","['reyna', 'jett', 'omen', 'sova', 'cypher', 'omen', 'jett', 'phoenix', 'sova', 'cypher']"
8834,"['SSG', 'SSG', 'SSG', 'SSG', 'SSG', 'NOX', 'NOX', 'NOX', 'NOX', 'NOX']","['reyna', 'sova', 'killjoy', 'omen', 'phoenix', 'breach', 'omen', 'jett', 'cypher', 'sova']"
8835,"['SSG', 'SSG', 'SSG', 'SSG', 'SSG', 'NOX', 'NOX', 'NOX', 'NOX', 'NOX']","['phoenix', 'omen', 'reyna', 'cypher', 'sova', 'omen', 'sova', 'phoenix', 'raze', 'cypher']"
8836,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'IMT', 'IMT', 'IMT', 'IMT', 'IMT']","['sova', 'reyna', 'killjoy', 'omen', 'jett', 'omen', 'cypher', 'reyna', 'jett', 'sova']"
8837,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'IMT', 'IMT', 'IMT', 'IMT', 'IMT']","['killjoy', 'reyna', 'raze', 'omen', 'breach', 'reyna', 'raze', 'omen', 'jett', 'cypher']"
8838,"['DIG', 'DIG', 'DIG', 'DIG', 'DIG', 'IMT', 'IMT', 'IMT', 'IMT', 'IMT']","['reyna', 'killjoy', 'sova', 'jett', 'omen', 'reyna', 'sova', 'omen', 'cypher', 'jett']"
8866,"['Mod-', 'Mod-', 'Mod-', 'Mod-', 'Mod-', 'AES', 'AES', 'AES', 'AES', 'AES']","['reyna', 'sova', 'killjoy', 'jett', 'omen', 'cypher', 'jett', 'sova', 'omen', 'breach']"
8867,"['Mod-', 'Mod-', 'Mod-', 'Mod-', 'Mod-', 'AES', 'AES', 'AES', 'AES', 'AES']","['jett', 'raze', 'sova', 'omen', 'cypher', 'jett', 'cypher', 'breach', 'brimstone', 'sova']"
8868,"['Mod-', 'Mod-', 'Mod-', 'Mod-', 'Mod-', 'AES', 'AES', 'AES', 'AES', 'AES']","['phoenix', 'jett', 'sova', 'cypher', 'omen', 'jett', 'breach', 'killjoy', 'omen', 'cypher']"
8869,"['AES', 'AES', 'AES', 'AES', 'AES', '5N', '5N', '5N', '5N', '5N']","['cypher', 'raze', 'breach', 'omen', 'reyna', 'reyna', 'omen', 'killjoy', 'raze', 'breach']"
8870,"['AES', 'AES', 'AES', 'AES', 'AES', '5N', '5N', '5N', '5N', '5N']","['jett', 'raze', 'breach', 'cypher', 'omen', 'reyna', 'omen', 'breach', 'killjoy', 'raze']"
8871,"['AES', 'AES', 'AES', 'AES', 'AES', '5N', '5N', '5N', '5N', '5N']","['cypher', 'jett', 'killjoy', 'breach', 'omen', 'reyna', 'omen', 'killjoy', 'breach', 'raze']"
8887,"['ex-G', 'ex-G', 'ex-G', 'ex-G', 'ex-G', 'S2V', 'S2V', 'S2V', 'S2V', 'S2V']","['raze', 'killjoy', 'breach', 'omen', 'sova', 'omen', 'raze', 'sova', 'phoenix', 'cypher']"
8889,"['EXO', 'EXO', 'EXO', 'EXO', 'EXO', 'GRV', 'GRV', 'GRV', 'GRV', 'GRV']","['omen', 'jett', 'reyna', 'cypher', 'sova', 'omen', 'jett', 'sova', 'breach', 'cypher']"
8890,"['WC', 'WC', 'WC', 'WC', 'WC', 'SN', 'SN', 'SN', 'SN', 'SN']","['sage', 'omen', 'sova', 'jett', 'cypher', 'jett', 'omen', 'sova', 'phoenix', 'cypher']"
8891,"['Over', 'Over', 'Over', 'Over', 'Over', 'F4F', 'F4F', 'F4F', 'F4F', 'F4F']","['phoenix', 'sova', 'jett', 'omen', 'cypher', 'raze', 'reyna', 'omen', 'sova', 'breach']"
8892,"['ORDER', 'ORDER', 'ORDER', 'ORDER', 'ORDER', 'GG', 'GG', 'GG', 'GG', 'GG']","['omen', 'sova', 'jett', 'breach', 'raze', 'jett', 'raze', 'omen', 'sova', 'cypher']"
8893,"['MF', 'MF', 'MF', 'MF', 'MF', 'MB', 'MB', 'MB', 'MB', 'MB']","['omen', 'sova', 'jett', 'cypher', 'breach', 'breach', 'jett', 'cypher', 'omen', 'sova']"
8894,"['DW', 'DW', 'DW', 'DW', 'DW', 'SLO', 'SLO', 'SLO', 'SLO', 'SLO']","['raze', 'jett', 'breach', 'sova', 'omen', 'jett', 'sova', 'omen', 'killjoy', 'breach']"
8896,"['WB', 'WB', 'WB', 'WB', 'WB', 'AV', 'AV', 'AV', 'AV', 'AV']","['omen', 'jett', 'breach', 'sova', 'cypher', 'omen', 'jett', 'sova', 'cypher', 'breach']"
8902,"['AR', 'AR', 'AR', 'AR', 'AR', 'ELEM', 'ELEM', 'ELEM', 'ELEM', 'ELEM']","['reyna', 'cypher', 'jett', 'omen', 'sova', 'jett', 'phoenix', 'omen', 'sova', 'cypher']"
8908,"['ever', 'ever', 'ever', 'ever', 'ever', 'F4Q', 'F4Q', 'F4Q', 'F4Q', 'F4Q']","['jett', 'omen', 'breach', 'cypher', 'sova', 'reyna', 'omen', 'jett', 'raze', 'phoenix']"
8909,"['ever', 'ever', 'ever', 'ever', 'ever', 'F4Q', 'F4Q', 'F4Q', 'F4Q', 'F4Q']","['jett', 'sova', 'omen', 'reyna', 'cypher', 'raze', 'jett', 'phoenix', 'reyna', 'omen']"
8910,"['ever', 'ever', 'ever', 'ever', 'ever', 'F4Q', 'F4Q', 'F4Q', 'F4Q', 'F4Q']","['sova', 'omen', 'jett', 'reyna', 'killjoy', 'jett', 'raze', 'omen', 'reyna', 'phoenix']"
8911,"['LH', 'LH', 'LH', 'LH', 'LH', 'SsT', 'SsT', 'SsT', 'SsT', 'SsT']","['reyna', 'omen', 'jett', 'sova', 'cypher', 'jett', 'sova', 'omen', 'sage', 'cypher']"
